Job_ID,Job_Title,AI_Specialization,Industry,Company,Company_Size,Country,Continent,Education_Required,Experience_Level,Years_of_Experience,Salary_USD,Salary_Min,Salary_Max,Salary_Category,Bonus_%,Equity_Offered,Benefits_Value_USD,Skills_Required,Required_Certifications,Job_Openings,Competition_Level_Applicants,Hiring_Difficulty_1_10,Job_Type,Remote_Work_%,Work_From_Home_Available,Job_Satisfaction_1_10,Work_Life_Balance_1_10,AI_Investment_Company_Millions,Company_AI_Maturity_1_10,Job_Growth_Projection_%,Automation_Risk_%,Gender_Diversity_%_Female,Posted_Date,Application_Deadline,Record_Created,Data_Source
AI-00237,Postdoctoral Researcher,Other,Government,OpenAI,Medium (51-500),UAE,Asia,Master's,Senior Level,3,179910.0,151674,205672,Upper-Mid,9.4,Yes,20450,"AWS, Research, GCP, Teaching, Deep Learning, Academic Writing",DeepLearning.ai,11,230,5.2,Full-time,80,Yes,9.0,4.6,188,7.4,38.4,14.7,15.1,2026-08-25,2026-09-25,2026-08-28,Global AI Jobs Report 2026
AI-01358,Business Intelligence Analyst,NLP,Retail,Booz Allen,Enterprise (5000+),Brazil,South America,Master's,Lead Level,0,179908.0,149778,232988,Upper-Mid,14.0,Yes,13505,"Power BI, Business Intelligence, Python, Tableau, SQL, JavaScript",DeepLearning.ai,13,491,5.7,Full-time,60,Yes,5.6,6.2,60,4.7,35.0,34.6,21.7,2029-09-19,2029-10-20,2026-08-28,Global AI Jobs Report 2026
AI-03555,Machine Learning Engineer,Robotics,Entertainment,Databricks,Small (1-50),Saudi Arabia,Asia,Master's,Senior Level,3,179867.0,155895,242176,Upper-Mid,7.7,Yes,20341,"PyTorch, AWS/GCP/Azure, Scikit-learn, Python, SQL, TensorFlow",DeepLearning.ai,7,254,3.9,Part-time,60,Yes,7.1,7.2,55,3.8,37.1,5.6,29.3,2035-09-25,2035-10-26,2026-08-28,Global AI Jobs Report 2026
AI-00158,MLOps Engineer,Computer Vision,Healthcare,Intel,Enterprise (5000+),Russia,Europe,Bachelor's,Senior Level,1,179812.0,145506,210294,Upper-Mid,27.3,No,28730,"AWS/GCP/Azure, Azure, Python, MLOps, Docker, Kubernetes",Multiple,15,405,3.4,Freelance,80,Yes,6.2,5.2,433,5.8,44.8,21.7,38.6,2026-06-07,2026-07-08,2026-08-28,Global AI Jobs Report 2026
AI-03248,AI Project Manager,Reinforcement Learning,Biotechnology,Anthropic,Enterprise (5000+),Argentina,South America,Master's,Lead Level,3,179741.0,141729,230205,Upper-Mid,20.3,Yes,6421,"ML/AI Knowledge, Risk Management, Project Management, Agile/Scrum, Communication",Azure AI,5,383,6.2,Freelance,100,Yes,9.1,6.4,50,7.1,15.5,27.4,39.7,2034-11-22,2034-12-23,2026-08-28,Global AI Jobs Report 2026
AI-01457,AI Infrastructure Engineer,Deep Learning,Aerospace,LinkedIn,Medium (51-500),Kenya,Africa,PhD,Senior Level,20,179711.0,156464,201443,Upper-Mid,28.9,No,13726,"AWS/GCP/Azure, Scikit-learn, Python, MLOps, Docker, Kubernetes",DeepLearning.ai,7,423,6.9,Full-time,20,No,8.1,7.6,323,5.7,27.0,6.5,32.5,2029-12-27,2030-01-27,2026-08-28,Global AI Jobs Report 2026
AI-01708,AI Ethics Specialist,Machine Learning,E-commerce,Toshiba,Large (501-5000),France,Europe,PhD,Senior Level,3,179625.0,140359,207416,Upper-Mid,16.9,No,24861,"Regulatory Compliance, AI Governance, Ethics, Python, Policy, Bias Detection",None,10,289,6.7,Freelance,60,Yes,6.5,6.8,346,8.5,42.2,12.6,29.2,2030-09-04,2030-10-05,2026-08-28,Global AI Jobs Report 2026
AI-04296,AI Trainer,NLP,Education,Apple,Enterprise (5000+),Canada,North America,Bachelor's,Senior Level,10,179559.0,134511,244633,Upper-Mid,25.3,Yes,11747,"Teaching, Python, Communication, Docker, Machine Learning, Data Annotation",AWS Certified,6,198,5.3,Contract,40,No,7.6,4.9,218,9.3,26.3,13.3,19.2,2037-10-05,2037-11-05,2026-08-28,Global AI Jobs Report 2026
AI-03647,Autonomous Vehicle Engineer,Robotics,Agriculture,Toshiba,Enterprise (5000+),Russia,Europe,Master's,Senior Level,3,179549.0,130245,226781,Upper-Mid,13.0,No,22467,"LiDAR, GCP, AI/ML, C++, Azure, Python",Google ML,10,151,4.7,Full-time,100,Yes,7.9,6.5,408,5.7,23.8,26.5,42.1,2035-12-26,2036-01-26,2026-08-28,Global AI Jobs Report 2026
AI-00418,Robotics Engineer,Computer Vision,Consulting,Bain,Large (501-5000),Austria,Europe,Bachelor's,Senior Level,7,179507.0,158222,239955,Upper-Mid,27.1,Yes,17295,"ROS, Git, AI/ML, Robotics, C++, Python",Multiple,15,41,7.0,Full-time,60,Yes,9.0,6.3,226,7.3,15.7,18.1,32.2,2027-02-22,2027-03-25,2026-08-28,Global AI Jobs Report 2026
AI-04196,PhD Research Fellow,Robotics,Pharmaceuticals,Tesla,Large (501-5000),Norway,Europe,Master's,Lead Level,2,179429.0,159226,215979,Upper-Mid,13.3,No,16406,"Research, Power BI, Teaching, Deep Learning, Academic Writing, Python",None,11,179,3.3,Full-time,40,No,8.9,8.0,78,5.0,25.7,21.9,28.3,2037-06-27,2037-07-28,2026-08-28,Global AI Jobs Report 2026
AI-04510,AI Solutions Architect,Reinforcement Learning,Telecommunications,Infosys,Small (1-50),Norway,Europe,PhD,Senior Level,20,179393.0,130051,199256,Upper-Mid,10.2,No,27433,"System Design, AWS/GCP/Azure, Integration, Python, ML/AI, TensorFlow",None,13,392,9.1,Full-time,80,Yes,8.2,5.8,452,8.5,31.3,9.8,29.7,2038-05-07,2038-06-07,2026-08-28,Global AI Jobs Report 2026
AI-00548,MLOps Engineer,Deep Learning,Telecommunications,Wipro,Small (1-50),South Africa,Africa,Bachelor's,Senior Level,5,179377.0,153591,243943,Upper-Mid,13.3,No,24041,"AWS/GCP/Azure, GCP, Python, MLOps, Docker, Kubernetes",Google ML,9,359,8.3,Full-time,60,Yes,8.0,5.2,275,6.5,23.9,10.4,38.3,2027-07-02,2027-08-02,2026-08-28,Global AI Jobs Report 2026
AI-02912,Data Engineer,Deep Learning,Media,Tencent,Small (1-50),Germany,Europe,PhD,Mid Level,0,179269.0,156140,217365,Upper-Mid,24.6,No,34377,"Git, SQL, Kafka, Python, AWS/GCP, ETL Pipelines",AWS Certified,13,144,3.5,Full-time,80,Yes,9.2,4.7,318,2.2,36.7,8.3,20.6,2033-12-21,2034-01-21,2026-08-28,Global AI Jobs Report 2026
AI-03760,Deep Learning Engineer,Other,Manufacturing,Anthropic,Enterprise (5000+),Italy,Europe,Master's,Senior Level,1,179255.0,152337,204319,Upper-Mid,9.1,Yes,24016,"PyTorch, Azure, Python, Neural Networks, AWS/GCP, CUDA",DeepLearning.ai,11,275,5.8,Contract,0,No,8.3,4.8,275,5.1,37.5,14.1,39.7,2036-04-17,2036-05-18,2026-08-28,Global AI Jobs Report 2026
AI-00103,Computer Vision Engineer,Other,Healthcare,Tesla,Large (501-5000),South Africa,Africa,Master's,Executive,10,179227.0,133920,227428,Upper-Mid,6.8,No,15108,"PyTorch, Power BI, YOLO, CNN, Azure, OpenCV",DeepLearning.ai,12,46,8.1,Full-time,0,No,8.8,7.6,135,7.2,29.3,25.0,37.4,2026-04-13,2026-05-14,2026-08-28,Global AI Jobs Report 2026
AI-01307,AI Project Manager,Deep Learning,Robotics,Hitachi,Medium (51-500),UAE,Asia,PhD,Senior Level,3,179215.0,144467,237471,Upper-Mid,17.3,No,22240,"ML/AI Knowledge, Risk Management, Project Management, Agile/Scrum, Communication",Azure AI,13,186,9.0,Full-time,60,Yes,6.4,5.6,486,5.8,20.1,10.5,34.3,2029-07-30,2029-08-30,2026-08-28,Global AI Jobs Report 2026
AI-04038,AI Trainer,Generative AI,Automotive,Salesforce,Large (501-5000),Poland,Europe,Master's,Senior Level,20,179212.0,140642,208121,Upper-Mid,29.8,No,8964,"Teaching, Azure, Python, Communication, Machine Learning, Data Annotation",None,8,148,3.0,Full-time,20,No,9.0,8.3,495,4.7,41.5,5.9,16.5,2037-01-20,2037-02-20,2026-08-28,Global AI Jobs Report 2026
AI-04019,NLP Engineer,Robotics,Cyber Security,Alibaba,Medium (51-500),Belgium,Europe,PhD,Lead Level,20,179202.0,147358,215387,Upper-Mid,22.3,No,29284,"BERT, PyTorch, NLTK, GPT, Python, Transformers",Multiple,8,11,7.7,Part-time,80,Yes,9.4,4.2,255,2.8,25.1,8.7,16.9,2037-01-01,2037-02-01,2026-08-28,Global AI Jobs Report 2026
AI-00518,AI Researcher,Computer Vision,Government,Tesla,Enterprise (5000+),Hungary,Europe,Postdoctoral,Senior Level,3,179188.0,131064,243695,Upper-Mid,11.9,No,26508,"Hadoop, Research, PyTorch, Deep Learning, Academic Writing, Python",Multiple,8,59,9.5,Contract,100,Yes,6.1,8.2,187,8.5,18.8,35.3,34.7,2027-06-02,2027-07-03,2026-08-28,Global AI Jobs Report 2026
AI-03673,AI Ethics Specialist,Deep Learning,Education,IBM,Medium (51-500),Malaysia,Asia,Master's,Senior Level,10,179169.0,129359,238771,Upper-Mid,17.1,No,30334,"Regulatory Compliance, AI Governance, Ethics, Policy, Bias Detection",Google ML,15,19,4.7,Full-time,40,No,6.6,4.1,363,2.5,35.2,9.1,41.0,2036-01-21,2036-02-21,2026-08-28,Global AI Jobs Report 2026
AI-04328,AI Consultant,Other,Insurance,Automation Anywhere,Enterprise (5000+),Turkey,Asia,Master's,Senior Level,5,179132.0,136546,200421,Upper-Mid,19.3,No,16366,"Business Development, ML/AI Expertise, Communication, Strategic Consulting",Multiple,10,188,8.4,Full-time,60,Yes,6.3,5.0,451,6.2,32.1,18.3,20.8,2037-11-06,2037-12-07,2026-08-28,Global AI Jobs Report 2026
AI-04777,NLP Engineer,Generative AI,Cloud Computing,Tencent,Medium (51-500),Belgium,Europe,PhD,Senior Level,15,179102.0,140302,234075,Upper-Mid,15.0,No,8232,"BERT, R, PyTorch, NLTK, GPT, Python",Multiple,9,397,8.2,Full-time,40,No,6.6,4.6,465,3.7,15.2,39.2,41.5,2039-01-29,2039-03-01,2026-08-28,Global AI Jobs Report 2026
AI-03724,Prompt Engineer,NLP,Media,Lyft,Large (501-5000),UAE,Asia,PhD,Senior Level,20,179072.0,159774,212033,Upper-Mid,14.0,No,20136,"Prompt Engineering, API Integration, Python, LLMs, Kubernetes, Java",DeepLearning.ai,16,133,4.6,Full-time,40,No,7.6,6.2,130,6.8,42.7,12.3,21.4,2036-03-12,2036-04-12,2026-08-28,Global AI Jobs Report 2026
AI-03625,AI Product Manager,Deep Learning,Robotics,AMD,Large (501-5000),Sweden,Europe,PhD,Senior Level,15,179020.0,147260,225627,Upper-Mid,10.1,No,13097,"ML/AI Knowledge, Product Management, Communication, Strategic Planning, Agile",Azure AI,8,156,8.9,Full-time,60,Yes,6.9,6.6,78,8.8,33.3,14.9,28.0,2035-12-04,2036-01-04,2026-08-28,Global AI Jobs Report 2026
AI-03698,Deep Learning Engineer,Other,Defense,Automation Anywhere,Large (501-5000),South Africa,Africa,PhD,Lead Level,12,178935.0,138984,248263,Upper-Mid,29.7,No,12494,"PyTorch, Python, Neural Networks, AWS/GCP, CUDA",Google ML,9,116,5.6,Full-time,60,Yes,7.6,6.6,466,6.9,40.9,39.6,37.6,2036-02-15,2036-03-17,2026-08-28,Global AI Jobs Report 2026
AI-02963,Business Intelligence Analyst,Reinforcement Learning,Aerospace,Uber,Enterprise (5000+),Denmark,Europe,Master's,Senior Level,10,178886.0,137146,234461,Upper-Mid,21.4,Yes,15952,"Power BI, Business Intelligence, Python, Tableau, SQL",None,10,54,9.5,Full-time,60,Yes,8.8,7.2,83,7.4,27.9,18.4,41.0,2034-02-10,2034-03-13,2026-08-28,Global AI Jobs Report 2026
AI-01900,AI Cloud Engineer,Computer Vision,Cloud Computing,EY,Large (501-5000),South Africa,Africa,Master's,Senior Level,3,178863.0,136869,243273,Upper-Mid,26.4,No,36116,"AWS/GCP/Azure, Pandas, C++, Python, MLOps, DevOps",Multiple,5,251,6.6,Full-time,80,Yes,6.2,5.0,3,2.2,40.1,6.7,30.0,2031-03-15,2031-04-15,2026-08-28,Global AI Jobs Report 2026
AI-02879,AI Product Manager,Robotics,Media,Spotify,Medium (51-500),Czech Republic,Europe,Master's,Senior Level,5,178841.0,155613,223725,Upper-Mid,6.5,Yes,17210,"ML/AI Knowledge, Product Management, Communication, Strategic Planning, Agile",Azure AI,4,392,8.3,Full-time,60,Yes,6.4,6.8,198,7.9,34.1,40.0,38.5,2033-11-18,2033-12-19,2026-08-28,Global AI Jobs Report 2026
AI-01322,Machine Learning Engineer,Robotics,Defense,Anthropic,Medium (51-500),Turkey,Asia,Master's,Senior Level,15,178769.0,156780,237552,Upper-Mid,19.6,No,7071,"PyTorch, AWS/GCP/Azure, Scikit-learn, Python, SQL, TensorFlow",None,11,223,6.9,Full-time,20,No,7.3,8.4,49,5.2,18.9,26.9,22.7,2029-08-14,2029-09-14,2026-08-28,Global AI Jobs Report 2026
AI-02452,AI Research Scientist,Deep Learning,Entertainment,UiPath,Small (1-50),Sweden,Europe,Master's,Lead Level,1,178740.0,126236,234959,Upper-Mid,17.8,No,28798,"PyTorch, Academic Publishing, Deep Learning, Reinforcement Learning, Python, TensorFlow",Azure AI,12,213,6.7,Contract,80,Yes,6.7,5.3,149,2.3,17.4,6.0,36.5,2032-09-17,2032-10-18,2026-08-28,Global AI Jobs Report 2026
AI-02570,Machine Learning Engineer,Generative AI,Energy,Netflix,Medium (51-500),Hungary,Europe,Master's,Senior Level,12,178724.0,128764,239853,Upper-Mid,6.6,No,10838,"Hadoop, PyTorch, AWS/GCP/Azure, GCP, Scikit-learn, Python",Google ML,12,123,3.3,Full-time,60,Yes,8.6,6.9,58,6.4,36.8,17.9,35.9,2033-01-13,2033-02-13,2026-08-28,Global AI Jobs Report 2026
AI-04487,PhD Research Fellow,Deep Learning,Insurance,C3.ai,Medium (51-500),Japan,Asia,Bachelor's,Senior Level,1,178695.0,136334,213823,Upper-Mid,20.0,Yes,39111,"Research, Teaching, Deep Learning, Academic Writing, Python",Multiple,7,492,4.4,Full-time,60,Yes,6.7,6.9,352,7.5,24.3,22.7,19.8,2038-04-14,2038-05-15,2026-08-28,Global AI Jobs Report 2026
AI-02618,Generative AI Engineer,Generative AI,Healthcare,Snowflake,Small (1-50),Vietnam,Asia,Master's,Executive,3,178640.0,143764,239187,Upper-Mid,17.6,No,39484,"R, PyTorch, Git, GPT, Python, Transformers",Multiple,11,353,4.5,Contract,60,Yes,8.6,5.8,494,7.3,23.1,15.3,25.3,2033-03-02,2033-04-02,2026-08-28,Global AI Jobs Report 2026
AI-02198,Data Engineer,NLP,Cloud Computing,LinkedIn,Small (1-50),Chile,South America,PhD,Senior Level,10,178605.0,128474,201308,Upper-Mid,11.3,No,5859,"Git, SQL, Kafka, Python, AWS/GCP, ETL Pipelines",Azure AI,12,102,7.6,Freelance,80,Yes,5.8,6.3,84,8.5,42.9,15.9,16.6,2032-01-07,2032-02-07,2026-08-28,Global AI Jobs Report 2026
AI-00092,AI Professor,Deep Learning,Insurance,Adobe,Large (501-5000),Brazil,South America,Master's,Senior Level,5,178592.0,139564,237818,Upper-Mid,24.7,No,39111,"R, Research, Grant Writing, Teaching, Ph.D., Academic Publications",DeepLearning.ai,8,145,8.3,Full-time,80,Yes,6.7,5.5,106,4.8,21.0,26.3,40.7,2026-04-02,2026-05-03,2026-08-28,Global AI Jobs Report 2026
AI-03261,AI Security Specialist,Generative AI,Consulting,BCG,Medium (51-500),Thailand,Asia,Master's,Senior Level,0,178544.0,136754,201769,Upper-Mid,23.7,Yes,39226,"AI/ML, Threat Detection, Python, AWS/GCP, Security",DeepLearning.ai,13,462,5.6,Full-time,0,No,8.3,6.4,307,5.9,41.6,17.1,24.0,2034-12-05,2035-01-05,2026-08-28,Global AI Jobs Report 2026
AI-02490,Robotics Engineer,Robotics,E-commerce,Booz Allen,Enterprise (5000+),India,Asia,Master's,Lead Level,2,178516.0,136211,237452,Upper-Mid,20.8,Yes,13141,"ROS, AI/ML, Robotics, C++, Python, Computer Vision",DeepLearning.ai,13,320,7.7,Full-time,80,Yes,8.7,7.1,375,9.5,20.2,18.5,24.4,2032-10-25,2032-11-25,2026-08-28,Global AI Jobs Report 2026
AI-04412,Autonomous Vehicle Engineer,Machine Learning,Biotechnology,ByteDance,Medium (51-500),Greece,Europe,Master's,Senior Level,3,178496.0,137391,210950,Upper-Mid,21.9,Yes,33264,"LiDAR, AWS, AI/ML, C++, Python, Sensor Fusion",Google ML,11,382,3.3,Freelance,40,No,8.8,7.1,365,2.5,36.2,9.0,39.5,2038-01-29,2038-03-01,2026-08-28,Global AI Jobs Report 2026
AI-04270,Computer Vision Engineer,Machine Learning,Defense,Booz Allen,Small (1-50),Canada,North America,PhD,Senior Level,10,178480.0,133375,200037,Upper-Mid,27.5,No,20604,"PyTorch, YOLO, CNN, Scikit-learn, OpenCV, Python",None,16,125,3.9,Full-time,60,Yes,7.4,8.7,413,2.7,39.4,38.3,30.4,2037-09-09,2037-10-10,2026-08-28,Global AI Jobs Report 2026
AI-02718,Generative AI Engineer,Machine Learning,Logistics,Palantir,Enterprise (5000+),Mexico,North America,PhD,Senior Level,15,178398.0,135732,226088,Upper-Mid,6.9,No,30216,"PyTorch, GPT, Python, Transformers, Generative Models, Diffusion",None,13,169,7.6,Full-time,40,No,8.6,8.4,312,4.0,28.1,29.7,39.6,2033-06-10,2033-07-11,2026-08-28,Global AI Jobs Report 2026
AI-00031,AI Cloud Engineer,Deep Learning,Manufacturing,Spotify,Medium (51-500),Denmark,Europe,Master's,Senior Level,12,178395.0,131163,218470,Upper-Mid,21.4,Yes,20061,"Hadoop, AWS/GCP/Azure, Python, MLOps, DevOps, Docker",DeepLearning.ai,7,252,8.7,Full-time,60,Yes,6.2,6.9,233,5.4,21.6,28.4,26.0,2026-01-31,2026-03-03,2026-08-28,Global AI Jobs Report 2026
AI-03117,AI Cloud Engineer,Generative AI,Defense,Booz Allen,Medium (51-500),Germany,Europe,Master's,Mid Level,5,178347.0,133043,244964,Upper-Mid,27.4,No,19759,"AWS, AWS/GCP/Azure, Python, MLOps, DevOps, Docker",Google ML,11,416,9.4,Full-time,60,Yes,7.0,7.6,398,4.7,41.5,15.0,42.8,2034-07-14,2034-08-14,2026-08-28,Global AI Jobs Report 2026
AI-00369,Data Analyst,Machine Learning,Technology,Amazon,Small (1-50),Colombia,South America,PhD,Lead Level,10,178315.0,126292,235252,Upper-Mid,12.6,Yes,33021,"Git, Statistics, Excel, Data Visualization, Python, Tableau",AWS Certified,15,103,8.8,Full-time,40,No,6.8,7.2,250,3.1,29.9,23.5,22.7,2027-01-04,2027-02-04,2026-08-28,Global AI Jobs Report 2026
AI-04700,Senior Data Scientist,Computer Vision,Technology,PwC,Medium (51-500),Saudi Arabia,Asia,Bachelor's,Senior Level,7,178186.0,141095,244813,Upper-Mid,9.5,No,24404,"Leadership, Big Data, Statistics, Scikit-learn, Python, SQL",Azure AI,5,223,9.2,Full-time,40,No,9.1,8.6,452,2.7,37.0,27.0,16.5,2038-11-13,2038-12-14,2026-08-28,Global AI Jobs Report 2026
AI-01066,AI Research Scientist,Robotics,Banking,TCS,Large (501-5000),Romania,Europe,PhD,Senior Level,10,178114.0,130117,212693,Upper-Mid,5.4,No,22775,"PyTorch, Academic Publishing, Deep Learning, Reinforcement Learning, Python, SQL",DeepLearning.ai,5,34,6.2,Full-time,80,Yes,5.7,6.8,295,5.1,29.7,22.0,39.9,2028-12-01,2029-01-01,2026-08-28,Global AI Jobs Report 2026
AI-03128,MLOps Engineer,NLP,Media,Amazon,Large (501-5000),Netherlands,Europe,PhD,Senior Level,10,178098.0,132451,232816,Upper-Mid,6.6,Yes,17853,"AWS/GCP/Azure, Python, MLOps, Docker, Kubernetes, CI/CD",Google ML,8,414,3.2,Full-time,0,No,6.6,6.5,348,8.4,15.9,30.0,18.3,2034-07-25,2034-08-25,2026-08-28,Global AI Jobs Report 2026
AI-04678,AI/ML Architect,Generative AI,Automotive,Palantir,Medium (51-500),Saudi Arabia,Asia,PhD,Senior Level,1,178053.0,140556,213178,Upper-Mid,17.4,Yes,17444,"System Design, R, AWS/GCP/Azure, Python, Kubernetes, Java",None,5,272,5.3,Full-time,40,No,9.1,5.0,288,2.9,40.2,5.7,43.0,2038-10-22,2038-11-22,2026-08-28,Global AI Jobs Report 2026
AI-03364,NLP Engineer,Machine Learning,Agriculture,NVIDIA,Small (1-50),Brazil,South America,Bachelor's,Senior Level,7,178039.0,141505,224019,Upper-Mid,17.3,No,8662,"BERT, PyTorch, NLTK, GPT, Python, Transformers",None,13,488,3.7,Contract,40,No,8.3,4.9,195,8.2,16.0,24.2,23.2,2035-03-18,2035-04-18,2026-08-28,Global AI Jobs Report 2026
AI-04427,AI Solutions Architect,Machine Learning,Defense,Airbnb,Small (1-50),Sweden,Europe,Master's,Senior Level,0,178032.0,147842,231342,Upper-Mid,10.3,Yes,19027,"System Design, AWS/GCP/Azure, Integration, Python, ML/AI, TensorFlow",Azure AI,13,473,6.5,Part-time,20,No,7.1,4.9,344,3.0,28.8,36.8,29.1,2038-02-13,2038-03-16,2026-08-28,Global AI Jobs Report 2026
AI-01341,Autonomous Vehicle Engineer,Deep Learning,Manufacturing,Lyft,Large (501-5000),Sweden,Europe,Master's,Senior Level,15,177946.0,154022,237900,Upper-Mid,23.0,Yes,11027,"LiDAR, AI/ML, C++, Python, Sensor Fusion, Computer Vision",Azure AI,12,159,8.3,Part-time,60,Yes,7.5,6.4,86,7.5,30.1,12.3,37.5,2029-09-02,2029-10-03,2026-08-28,Global AI Jobs Report 2026
AI-03622,Lead Data Scientist,Machine Learning,Entertainment,Scale AI,Large (501-5000),Austria,Europe,Master's,Senior Level,20,177911.0,156321,228045,Upper-Mid,8.2,No,5297,"SQL, Scikit-learn, Team Leadership, Python, AWS/GCP, Strategic Planning",DeepLearning.ai,11,162,3.6,Full-time,100,Yes,8.0,6.9,271,6.5,28.7,26.1,42.6,2035-12-01,2036-01-01,2026-08-28,Global AI Jobs Report 2026
AI-02304,PhD Research Fellow,Generative AI,Retail,Hugging Face,Large (501-5000),Romania,Europe,Master's,Executive,12,177906.0,144401,242830,Upper-Mid,25.8,No,8686,"Research, Teaching, Deep Learning, Academic Writing, Python",Google ML,7,429,7.5,Contract,40,No,8.0,7.8,188,2.9,44.6,22.0,23.2,2032-04-22,2032-05-23,2026-08-28,Global AI Jobs Report 2026
AI-04358,AI Solutions Architect,Other,Aerospace,Uber,Large (501-5000),United States,North America,Master's,Senior Level,2,177904.0,138432,229334,Upper-Mid,10.9,Yes,37858,"System Design, AWS/GCP/Azure, C++, Integration, Python, ML/AI",Google ML,9,407,4.4,Full-time,40,No,7.6,5.9,415,6.5,20.3,17.4,21.7,2037-12-06,2038-01-06,2026-08-28,Global AI Jobs Report 2026
AI-00743,AI Operations Manager,Other,Banking,Sony,Enterprise (5000+),Hungary,Europe,Master's,Lead Level,15,177773.0,139721,240345,Upper-Mid,25.3,No,20758,"Cloud Infrastructure, Project Management, Pandas, MLOps, Team Management",Multiple,7,48,4.5,Full-time,100,Yes,7.2,5.5,420,9.1,24.4,20.3,35.5,2028-01-13,2028-02-13,2026-08-28,Global AI Jobs Report 2026
AI-01466,AI Consultant,NLP,Biotechnology,Salesforce,Enterprise (5000+),Colombia,South America,Master's,Lead Level,1,177763.0,153784,222075,Upper-Mid,20.6,No,21254,"Strategic Consulting, Business Development, ML/AI Expertise, Communication, Java",Multiple,12,399,6.0,Full-time,80,Yes,6.0,7.6,29,7.4,25.1,26.2,34.9,2030-01-05,2030-02-05,2026-08-28,Global AI Jobs Report 2026
AI-04096,AI Trainer,NLP,Insurance,Spotify,Enterprise (5000+),Canada,North America,Master's,Senior Level,15,177719.0,129384,205075,Upper-Mid,27.7,No,12645,"Power BI, Teaching, Python, Communication, TensorFlow, Machine Learning",Azure AI,10,362,3.7,Contract,0,No,9.2,9.0,301,3.6,23.6,35.9,21.9,2037-03-19,2037-04-19,2026-08-28,Global AI Jobs Report 2026
AI-04783,Lead Data Scientist,Generative AI,Manufacturing,ByteDance,Large (501-5000),Indonesia,Asia,PhD,Lead Level,10,177712.0,150743,218752,Upper-Mid,15.4,No,25514,"SQL, Team Leadership, Python, AWS/GCP, Strategic Planning, ML/AI",AWS Certified,9,20,8.7,Full-time,20,No,6.8,4.4,430,9.0,28.2,6.2,37.2,2039-02-04,2039-03-07,2026-08-28,Global AI Jobs Report 2026
AI-01780,AI Trainer,Computer Vision,Transportation,Deloitte,Large (501-5000),New Zealand,Oceania,PhD,Lead Level,7,177637.0,130868,231866,Upper-Mid,23.2,No,26165,"Power BI, Teaching, C++, Python, Communication, Machine Learning",AWS Certified,8,19,7.1,Full-time,20,No,6.0,7.3,167,7.6,33.4,20.9,38.7,2030-11-15,2030-12-16,2026-08-28,Global AI Jobs Report 2026
AI-04244,Machine Learning Engineer,NLP,Finance,BCG,Large (501-5000),Portugal,Europe,Bachelor's,Senior Level,5,177626.0,151102,210837,Upper-Mid,7.2,No,36115,"PyTorch, AWS/GCP/Azure, Scikit-learn, Python, SQL, TensorFlow",Google ML,13,226,5.5,Full-time,40,No,6.2,4.8,191,5.7,27.7,32.9,43.9,2037-08-14,2037-09-14,2026-08-28,Global AI Jobs Report 2026
AI-01205,Research Scientist (AI),Reinforcement Learning,Finance,Snowflake,Enterprise (5000+),Austria,Europe,Master's,Senior Level,20,177595.0,140587,217708,Upper-Mid,25.6,No,37498,"Research, PyTorch, Deep Learning, Academic Writing, Python",Multiple,11,456,6.2,Contract,80,Yes,8.9,7.7,400,5.4,19.5,34.6,31.9,2029-04-19,2029-05-20,2026-08-28,Global AI Jobs Report 2026
AI-04762,AI Professor,Machine Learning,E-commerce,Deloitte,Large (501-5000),Finland,Europe,Master's,Lead Level,7,177558.0,135581,212600,Upper-Mid,24.5,No,27984,"Research, Grant Writing, Teaching, Ph.D., Academic Publications, Docker",AWS Certified,13,480,4.6,Full-time,100,Yes,8.7,6.2,478,2.1,31.8,17.8,33.0,2039-01-14,2039-02-14,2026-08-28,Global AI Jobs Report 2026
AI-04825,AI Policy Advisor,Computer Vision,Biotechnology,Google,Enterprise (5000+),Turkey,Asia,Master's,Lead Level,10,177552.0,133199,221909,Upper-Mid,26.9,Yes,37015,"Policy Analysis, AI Governance, Regulatory, Government Relations, Ethics, Python",DeepLearning.ai,10,281,6.8,Full-time,40,No,7.3,8.2,269,7.9,17.8,32.2,33.2,2039-03-18,2039-04-18,2026-08-28,Global AI Jobs Report 2026
AI-01141,AI Operations Manager,Deep Learning,Entertainment,UiPath,Enterprise (5000+),Spain,Europe,Master's,Lead Level,3,177532.0,148644,247143,Upper-Mid,21.0,No,6685,"Cloud Infrastructure, R, Project Management, MLOps, Team Management",DeepLearning.ai,13,87,7.3,Full-time,100,Yes,8.1,8.1,293,4.0,17.0,38.1,43.6,2029-02-14,2029-03-17,2026-08-28,Global AI Jobs Report 2026
AI-03347,AI/ML Architect,Other,Defense,Microsoft,Small (1-50),Australia,Oceania,PhD,Mid Level,1,177494.0,145652,220999,Upper-Mid,5.7,Yes,11399,"System Design, AWS/GCP/Azure, Python, Kubernetes, Machine Learning",AWS Certified,7,380,7.6,Full-time,20,No,9.1,5.2,492,2.6,35.9,38.8,21.9,2035-03-01,2035-04-01,2026-08-28,Global AI Jobs Report 2026
